Date,Open,High,Low,Close,Adj Close,Volume
09-05-2016,23.25,23.442499,23.147499,23.1975,21.670759,131745600
10-05-2016,23.3325,23.3925,23.0275,23.355,21.817886,134747200
11-05-2016,23.370001,23.3925,23.115,23.127501,21.605364,114876400
12-05-2016,23.18,23.195,22.3675,22.584999,21.098566,305258800
13-05-2016,22.5,22.9175,22.5,22.629999,21.140608,177571200
16-05-2016,23.0975,23.5975,22.9125,23.469999,21.925322,245039200
17-05-2016,23.637501,23.674999,23.252501,23.372499,21.834238,187667600
18-05-2016,23.540001,23.8025,23.4725,23.639999,22.084131,168249600
19-05-2016,23.66,23.66,23.3925,23.549999,22.000053,121768400
20-05-2016,23.66,23.8575,23.629999,23.805,22.238272,128104000
23-05-2016,23.967501,24.297501,23.9175,24.1075,22.520861,152074400
24-05-2016,24.305,24.522499,24.209999,24.475,22.864182,140560800
25-05-2016,24.6675,24.934999,24.5275,24.905001,23.265877,152675200
26-05-2016,24.92,25.182501,24.66,25.102501,23.450378,225324800
27-05-2016,24.860001,25.1175,24.8125,25.0875,23.436363,145364800
31-05-2016,24.9,25.1,24.705,24.965,23.321924,169228800
01-06-2016,24.754999,24.885,24.5825,24.615,22.994963,116693200
02-06-2016,24.4,24.459999,24.157499,24.43,22.822144,160766400
03-06-2016,24.4475,24.567499,24.362499,24.48,22.868847,114019600
06-06-2016,24.497499,25.4725,24.387501,24.657499,23.034662,93170000
07-06-2016,24.8125,24.967501,24.74,24.7575,23.128084,89638000
08-06-2016,24.754999,24.889999,24.67,24.735001,23.107069,83392400
09-06-2016,24.625,24.997499,24.615,24.9125,23.272882,106405600
10-06-2016,24.6325,24.8375,24.620001,24.7075,23.081377,126851600
13-06-2016,24.672501,24.780001,24.275,24.334999,22.733387,152082000
14-06-2016,24.33,24.620001,24.1875,24.365,22.761415,127727600
15-06-2016,24.455,24.602501,24.2575,24.285,22.68668,117780800
16-06-2016,24.112499,24.4375,24.0175,24.387501,22.782436,125307200
17-06-2016,24.155001,24.1625,23.825001,23.8325,22.263964,244032800
20-06-2016,24,24.1425,23.7575,23.775,22.210251,137647600
21-06-2016,23.735001,24.0875,23.67,23.977501,22.399418,142185600
22-06-2016,24.0625,24.2225,23.8375,23.887501,22.315344,116876400
23-06-2016,23.985001,24.0725,23.8125,24.025,22.443794,128960800
24-06-2016,23.227501,23.665001,23.1625,23.35,21.813219,301245600
27-06-2016,23.25,23.262501,22.875,23.01,21.495594,181958400
28-06-2016,23.225,23.415001,23.035,23.397499,21.857594,161779600
29-06-2016,23.4925,23.637501,23.407499,23.6,22.046766,146124000
30-06-2016,23.610001,23.942499,23.575001,23.9,22.327021,143345600
01-07-2016,23.872499,24.1175,23.8325,23.9725,22.394749,104106000
05-07-2016,23.8475,23.85,23.615,23.747499,22.184555,110820800
06-07-2016,23.65,23.915001,23.592501,23.8825,22.310671,123796400
07-07-2016,23.924999,24.125,23.905001,23.985001,22.406425,100558400
08-07-2016,24.122499,24.2225,24.012501,24.17,22.579247,115648400
11-07-2016,24.1875,24.4125,24.182501,24.245001,22.649311,95179600
12-07-2016,24.2925,24.424999,24.280001,24.355,22.752075,96670000
13-07-2016,24.352501,24.4175,24.209999,24.217501,22.623623,103568800
14-07-2016,24.3475,24.747499,24.33,24.6975,23.072033,155676000
15-07-2016,24.73,24.825001,24.625,24.695,23.0697,120548000
18-07-2016,24.674999,25.032499,24.65,24.9575,23.31492,145975600
19-07-2016,24.889999,25,24.834999,24.967501,23.324263,95119600
20-07-2016,25,25.115,24.934999,24.99,23.345284,105104000
21-07-2016,24.9575,25.25,24.782499,24.8575,23.221504,130808000
