Date,Open,High,Low,Close,Adj Close,Volume
09-05-2016,119.540001,120.279999,118.900002,119.239998,119.239998,21138100
10-05-2016,119.620003,120.5,119,120.5,120.5,23220000
11-05-2016,120.410004,121.080002,119.419998,119.519997,119.519997,22038400
12-05-2016,119.980003,120.839996,118.900002,120.279999,120.279999,22035500
13-05-2016,120.379997,120.639999,119.68,119.809998,119.809998,18124300
16-05-2016,119.379997,119.610001,117.349998,118.669998,118.669998,31247800
17-05-2016,118.82,119.010002,117.199997,117.349998,117.349998,21328600
18-05-2016,116.800003,118.269997,116.730003,117.650002,117.650002,21642300
19-05-2016,117.050003,117.489998,115.879997,116.809998,116.809998,20544100
20-05-2016,116.959999,117.989998,116.949997,117.349998,117.349998,18944800
23-05-2016,117.419998,117.599998,115.940002,115.970001,115.970001,20441000
24-05-2016,116.239998,117.730003,116.120003,117.699997,117.699997,20183600
25-05-2016,118.129997,118.669998,117.379997,117.889999,117.889999,20019800
26-05-2016,118.239998,119.760002,117.919998,119.470001,119.470001,18481300
27-05-2016,119.559998,119.849998,119.010002,119.379997,119.379997,13493600
31-05-2016,119.459999,120.099998,118.120003,118.809998,118.809998,23547600
01-06-2016,118.5,119.080002,117.82,118.779999,118.779999,15029500
02-06-2016,118.690002,119.440002,118.220001,118.93,118.93,13228300
03-06-2016,118.980003,118.980003,117.860001,118.470001,118.470001,14135100
06-06-2016,118.620003,119.43,118.360001,118.790001,118.790001,12744700
07-06-2016,119.239998,119.300003,117.669998,117.760002,117.760002,17103000
08-06-2016,117.760002,118.599998,117.269997,118.389999,118.389999,14505600
09-06-2016,118.129997,118.68,117.709999,118.559998,118.559998,13859200
10-06-2016,117.540001,118.110001,116.260002,116.620003,116.620003,18510800
13-06-2016,115,115.480003,113.309998,113.949997,113.949997,31718200
14-06-2016,114.07,114.949997,113.580002,114.940002,114.940002,17618500
15-06-2016,115.300003,115.440002,114.07,114.599998,114.599998,19819400
16-06-2016,113.870003,114.5,112.940002,114.389999,114.389999,19236300
17-06-2016,114.419998,114.43,112.559998,113.019997,113.019997,24644300
20-06-2016,113.769997,114.720001,112.75,113.370003,113.370003,20785400
21-06-2016,114.120003,115.209999,113.970001,114.379997,114.379997,19166300
22-06-2016,114.650002,114.739998,113.610001,113.910004,113.910004,14846300
23-06-2016,114.370003,115.089996,113.540001,115.080002,115.080002,16176900
24-06-2016,111.010002,113.68,111,112.080002,112.080002,40643100
27-06-2016,111.57,111.57,108.230003,108.970001,108.970001,36130400
28-06-2016,110.629997,112.75,110.550003,112.699997,112.699997,26813800
29-06-2016,113.370003,114.25,113.040001,114.160004,114.160004,20968300
30-06-2016,114.669998,115.18,113.669998,114.279999,114.279999,23192700
01-07-2016,114.199997,115.129997,113.809998,114.190002,114.190002,14980000
05-07-2016,113.940002,114.199997,112.970001,114.199997,114.199997,14207000
06-07-2016,113.360001,116.790001,112.970001,116.699997,116.699997,24337600
07-07-2016,116.629997,116.970001,115.360001,115.849998,115.849998,16630200
08-07-2016,116.43,117.5,115.849998,117.239998,117.239998,18142600
11-07-2016,117.709999,118.699997,117.5,117.870003,117.870003,17711600
12-07-2016,118.629997,118.720001,117.57,117.93,117.93,15217700
13-07-2016,118.389999,118.400002,116.68,116.779999,116.779999,16207700
14-07-2016,117.5,117.639999,116.699997,117.290001,117.290001,14579700
15-07-2016,117.739998,118.279999,116.580002,116.860001,116.860001,16646000
18-07-2016,117.32,119.610001,116.889999,119.370003,119.370003,20868400
19-07-2016,118.989998,120.849998,118.660004,120.610001,120.610001,21541300
20-07-2016,121.25,122.199997,120.559998,121.919998,121.919998,20046500
21-07-2016,121.919998,122.099998,120.25,120.610001,120.610001,17801700
22-07-2016,119.900002,121.010002,119.309998,121,121,18422400
25-07-2016,121.389999,121.849998,117.779999,121.629997,121.629997,18487400
26-07-2016,122,122.07,120.75,121.220001,121.220001,17612000
27-07-2016,122.419998,125,121.510002,123.339996,123.339996,52654200
28-07-2016,127.519997,128.330002,123.629997,125,125,78955800
29-07-2016,124.650002,125.839996,123.709999,123.940002,123.940002,35058800
01-08-2016,123.849998,124.580002,122.860001,124.309998,124.309998,25006900
02-08-2016,124.059998,124.800003,122.07,123.089996,123.089996,23968400
03-08-2016,123.089996,123.919998,122.309998,122.510002,122.510002,18525300
04-08-2016,122.940002,124.790001,122.510002,124.360001,124.360001,21066000
05-08-2016,124.980003,125.839996,124.620003,125.150002,125.150002,20184000
08-08-2016,125.25,125.449997,124.550003,125.260002,125.260002,15233900
09-08-2016,125.339996,126.089996,124.529999,125.059998,125.059998,19621000
10-08-2016,125.07,125.480003,124.540001,124.879997,124.879997,10670100
11-08-2016,125.199997,125.379997,124.75,124.900002,124.900002,11729500
12-08-2016,124.699997,125,124.18,124.879997,124.879997,12159000
15-08-2016,124.910004,124.919998,123.699997,123.900002,123.900002,19295100
16-08-2016,123.5,123.919998,122.779999,123.300003,123.300003,14222400
17-08-2016,123.660004,124.379997,122.849998,124.370003,124.370003,13794200
18-08-2016,124.010002,124.260002,123.639999,123.910004,123.910004,12400800
19-08-2016,123.599998,124.160004,123.279999,123.559998,123.559998,11688300
22-08-2016,123.330002,124.830002,123.110001,124.150002,124.150002,14386400
23-08-2016,124.510002,125.089996,124.25,124.370003,124.370003,13309500
24-08-2016,124.470001,124.690002,123.089996,123.480003,123.480003,12243700
25-08-2016,123.120003,124.370003,123.099998,123.889999,123.889999,10730800
26-08-2016,124.050003,125.190002,123.910004,124.959999,124.959999,17504800
29-08-2016,124.349998,126.730003,124.349998,126.540001,126.540001,15925900
30-08-2016,126.599998,126.599998,125.150002,125.839996,125.839996,17804300
31-08-2016,125.599998,126.220001,125.099998,126.120003,126.120003,14200600
01-09-2016,126.379997,126.629997,125.599998,126.169998,126.169998,13536100
02-09-2016,126.849998,126.860001,126,126.510002,126.510002,12118800
06-09-2016,126.669998,129.940002,126.470001,129.729996,129.729996,26278400
07-09-2016,130.039993,131.979996,129.949997,131.050003,131.050003,27990800
08-09-2016,130.919998,131.080002,129.809998,130.270004,130.270004,15676600
09-09-2016,129.710007,129.949997,127.099998,127.099998,127.099998,27100700
12-09-2016,125.959999,128.759995,125.75,128.690002,128.690002,21252800
13-09-2016,128.029999,128.350006,126.660004,127.209999,127.209999,18016200
14-09-2016,126.889999,128.800003,126.889999,127.769997,127.769997,15691100
15-09-2016,127.980003,129.100006,127.669998,128.350006,128.350006,15077200
16-09-2016,128.199997,129.179993,128.199997,129.070007,129.070007,24119200
19-09-2016,129.910004,129.940002,128.259995,128.649994,128.649994,14958800
20-09-2016,128.649994,129.169998,128.029999,128.639999,128.639999,11083800
21-09-2016,129.130005,130.009995,128.389999,129.940002,129.940002,14068300
22-09-2016,130.5,130.729996,129.559998,130.080002,130.080002,15538300
23-09-2016,127.559998,128.600006,127.300003,127.959999,127.959999,28326300
26-09-2016,127.370003,128.160004,126.800003,127.309998,127.309998,15064900
27-09-2016,127.610001,129.009995,127.43,128.690002,128.690002,15637100
28-09-2016,129.210007,129.470001,128.399994,129.229996,129.229996,12047600
29-09-2016,129.179993,129.289993,127.550003,128.089996,128.089996,14532200
30-09-2016,128.029999,128.589996,127.449997,128.270004,128.270004,18402900
03-10-2016,128.380005,129.089996,127.800003,128.770004,128.770004,13156900
04-10-2016,129.169998,129.279999,127.550003,128.190002,128.190002,14307500
05-10-2016,128.25,128.800003,127.830002,128.470001,128.470001,12386800
06-10-2016,128.429993,129.059998,128.080002,128.740005,128.740005,11682700
07-10-2016,129.039993,129.25,128.330002,128.990005,128.990005,12804400
10-10-2016,129.679993,130.699997,129.199997,130.240005,130.240005,15138700
11-10-2016,130.229996,130.639999,128.229996,128.880005,128.880005,17537900
12-10-2016,129.009995,129.660004,128.460007,129.050003,129.050003,11073000
